iteration,max return,median return,avg return,min return,std return,avg memory reward,avg rollout length,num total samples,Q1 loss,Q2 loss,policy loss,avg grad norm policy,avg expl strat std,ent_coeff
139,238.6262,85.5976,98.1989,32.1074,51.371,0.773,153.37,1364736,4.3944878578186035,4.375897407531738,-44.93171310424805,1.4985555410385132,1.139072060585022,3.716738693938411e-31
140,252.3666,156.6242,155.0864,30.3174,57.1707,0.7774,216.14,1374826,4.35804557800293,4.344854354858398,-45.09087371826172,1.4983524084091187,1.135939598083496,2.264175387551037e-31
141,242.2433,117.6728,126.3356,2.479,72.231,0.7817,191.67,1384011,4.386765480041504,4.365184307098389,-45.155601501464844,1.4985675811767578,1.132644772529602,1.3627503658094077e-31
142,264.8587,233.9567,223.0285,30.5974,46.1775,0.7862,284.08,1393354,4.245189666748047,4.223824977874756,-45.26194763183594,1.498051643371582,1.1357203722000122,8.308808433370593e-32
143,246.4365,110.5947,131.7946,33.6657,54.9524,0.7911,195.3,1404194,4.255466461181641,4.237668037414551,-45.33738708496094,1.4976613521575928,1.1367783546447754,5.090711034117379e-32
144,252.2274,219.4359,202.539,44.3223,45.3591,0.7957,274.55,1413596,4.028347015380859,3.997363328933716,-45.44572830200195,1.4962971210479736,1.1357028484344482,3.08517631841887e-32
145,244.3591,195.5578,174.9362,34.3197,47.7121,0.8018,251.71,1426437,3.964956045150757,3.938741683959961,-45.64318084716797,1.4980840682983398,1.1388955116271973,1.8937162563869203e-32
146,268.3393,222.1497,200.0621,32.6419,59.8353,0.81,264.54,1444207,3.8503127098083496,3.8309683799743652,-45.994266510009766,1.4954167604446411,1.1432198286056519,1.1661151548654734e-32
147,243.4016,180.0879,145.763,30.6393,78.6317,0.8166,214.41,1457967,3.7914974689483643,3.7774922847747803,-46.219146728515625,1.4957772493362427,1.1387346982955933,7.100744807506866e-33
148,255.1545,220.2898,189.7341,2.9378,66.5731,0.8208,254.89,1467397,3.751953363418579,3.7297518253326416,-46.3903923034668,1.4964700937271118,1.1395319700241089,4.381322380852e-33
149,261.1036,187.523,166.2949,36.8649,68.0555,0.8244,231.39,1476768,3.8836312294006348,3.8617711067199707,-46.494483947753906,1.4971637725830078,1.1401851177215576,2.691440150975526e-33
150,258.1763,235.0385,214.8563,28.9083,57.3725,0.8286,279.22,1486486,3.682065963745117,3.6568775177001953,-46.6748161315918,1.4947524070739746,1.1415929794311523,1.662328274951215e-33
151,255.3464,216.2891,200.6242,57.263,45.7349,0.8325,267.57,1495640,3.6438841819763184,3.631398916244507,-46.82975387573242,1.4953117370605469,1.1372791528701782,1.0099852972394864e-33
152,262.0276,225.631,218.3233,121.3707,23.0662,0.8368,285.43,1505846,3.608412027359009,3.5893394947052,-46.94538879394531,1.4953480958938599,1.1303788423538208,6.075277606818577e-34
153,247.6901,158.2576,148.9067,31.1071,59.1988,0.8413,213.93,1515408,3.5213682651519775,3.4992611408233643,-47.086605072021484,1.4932434558868408,1.133866548538208,3.7157833311085894e-34
154,255.8331,181.0441,174.5206,33.9186,56.4816,0.8453,239.52,1524669,3.4424662590026855,3.421670436859131,-47.27822494506836,1.4918678998947144,1.1342214345932007,2.263921534035847e-34
155,256.0189,235.6222,219.3229,36.0994,45.7394,0.8493,284.94,1534336,3.386312961578369,3.3709640502929688,-47.42289733886719,1.486364722251892,1.1364513635635376,1.4009791924827053e-34
156,245.3253,133.8348,141.9251,27.4376,74.8229,0.8527,201.56,1543956,3.3330068588256836,3.3095972537994385,-47.52573013305664,1.4916536808013916,1.1367056369781494,8.606851972491337e-35
157,232.4398,88.6962,102.6933,29.1308,52.2372,0.8569,162.78,1554619,3.3124752044677734,3.2904350757598877,-47.689029693603516,1.4900766611099243,1.134063482284546,5.207034176044086e-35
158,274.7972,203.108,187.6975,36.1882,61.7021,0.8605,244.77,1564148,3.372286081314087,3.349693775177002,-47.75502014160156,1.4891185760498047,1.1312206983566284,3.1423627226868327e-35
159,242.3513,139.1187,151.9955,42.5294,49.1157,0.8646,221.75,1574200,3.1669726371765137,3.137603521347046,-47.911258697509766,1.4863622188568115,1.1312170028686523,1.9280087556371422e-35
160,252.3841,140.2991,143.9913,30.6007,69.8424,0.8684,203.96,1583658,3.088146448135376,3.068258285522461,-48.092079162597656,1.4872537851333618,1.1316092014312744,1.186127394601274e-35
161,241.9812,125.5923,120.57,29.8542,53.8449,0.8725,177.28,1592896,3.0071611404418945,2.986077308654785,-48.302772521972656,1.4880119562149048,1.1333062648773193,7.190824099033517e-36
162,265.6225,219.8622,201.7927,40.7322,52.9544,0.8758,266.78,1601911,2.97318959236145,2.949340343475342,-48.43745422363281,1.4883205890655518,1.1344941854476929,4.392042289530915e-36
163,255.3286,209.5862,182.6836,32.0097,59.4111,0.8784,246.43,1610921,3.0236032009124756,2.9991040229797363,-48.51170349121094,1.4856956005096436,1.1328943967819214,2.6894347909033907e-36
164,236.9635,174.3755,156.4588,41.5044,58.5071,0.8822,231.05,1621161,2.9395811557769775,2.9150044918060303,-48.65281677246094,1.4832096099853516,1.125558614730835,1.6220534192006915e-36
165,259.6657,128.6098,125.4607,32.0384,65.8018,0.8851,183.85,1630170,2.840524435043335,2.8171181678771973,-48.7393798828125,1.4791507720947266,1.1272131204605103,9.906566710360714e-37
166,246.0309,146.7187,161.5278,31.7408,54.7079,0.8884,222.75,1640169,2.8269264698028564,2.8001322746276855,-48.91598892211914,1.4785075187683105,1.1203855276107788,6.011525570402607e-37
167,249.1872,103.3668,118.5616,1.0323,77.1603,0.8911,172.09,1649348,2.781071186065674,2.764556407928467,-49.02621078491211,1.4770604372024536,1.1224172115325928,3.6874379877412453e-37
168,266.4788,186.5419,182.7284,39.0191,58.9205,0.8936,247.27,1659483,2.768540382385254,2.7446138858795166,-49.1596794128418,1.4737608432769775,1.1246130466461182,2.2487607276596424e-37
169,246.4595,84.9955,97.6427,27.7335,64.0302,0.8956,151.6,1668860,2.6359922885894775,2.6205644607543945,-49.22727584838867,1.4718194007873535,1.126226544380188,1.3746084369422694e-37
170,267.3203,139.7598,150.784,40.7578,60.7752,0.8967,213.43,1678678,2.7474687099456787,2.7298927307128906,-49.25970458984375,1.4681782722473145,1.1268346309661865,8.381427877679867e-38
171,264.0374,200.0041,180.8931,36.7631,70.1654,0.8971,237.1,1688154,2.553922414779663,2.535534381866455,-49.28031921386719,1.4704149961471558,1.128208875656128,5.163647513787447e-38
172,253.0605,98.3324,99.9131,2.5998,67.7919,0.8977,160.03,1698156,2.68989896774292,2.666813850402832,-49.317928314208984,1.4689885377883911,1.1287072896957397,3.175532616491491e-38
173,263.8605,223.5981,202.6319,34.4087,54.0816,0.8979,261.0,1709483,2.691344976425171,2.674043655395508,-49.291812896728516,1.470748782157898,1.128682255744934,1.9282044834014452e-38
174,250.1239,153.257,164.6558,40.9194,57.967,0.8973,221.0,1719004,2.7340316772460938,2.714796304702759,-49.28667068481445,1.471663236618042,1.1297681331634521,1.1883312256644279e-38
175,253.7154,205.1979,183.3462,80.8628,52.4265,0.8985,251.88,1729019,2.6279289722442627,2.603649854660034,-49.394256591796875,1.4675512313842773,1.1274940967559814,7.287491900078212e-39
176,256.1693,92.3531,108.7251,34.0948,51.073,0.8975,164.62,1738222,2.7197399139404297,2.7041966915130615,-49.36323165893555,1.4742331504821777,1.126726508140564,4.457543026703422e-39
177,273.0072,201.8408,188.3005,31.0721,64.9748,0.8973,246.91,1749660,2.583068609237671,2.5588741302490234,-49.36042022705078,1.47468900680542,1.123144507408142,2.6940005015598538e-39
178,270.3884,188.6158,168.0509,33.636,75.9746,0.8971,225.78,1759258,2.58673357963562,2.5663492679595947,-49.36437225341797,1.4728434085845947,1.1239960193634033,1.6567271484019447e-39
179,250.6215,213.6878,194.7343,40.7748,53.2199,0.8971,262.11,1768297,2.6769022941589355,2.660537004470825,-49.40467071533203,1.4775104522705078,1.1271365880966187,1.0181904706707337e-39
180,257.1467,108.9917,117.7835,31.1539,64.9405,0.8967,180.27,1777834,2.6908602714538574,2.6767401695251465,-49.41074752807617,1.4697600603103638,1.12848699092865,6.289083559828352e-40
181,235.6654,110.1742,114.7186,27.6036,63.0034,0.8965,175.17,1787883,2.7141191959381104,2.693305253982544,-49.40255355834961,1.464404821395874,1.125499963760376,3.797504825335611e-40
182,247.831,205.7059,162.1825,31.8166,78.5241,0.8964,227.66,1797531,2.72133207321167,2.6988744735717773,-49.386959075927734,1.466878890991211,1.1280044317245483,2.3244038276987903e-40
183,270.1931,115.566,126.8638,27.1456,66.8455,0.8959,178.37,1806811,2.7988228797912598,2.78241229057312,-49.35619354248047,1.4641855955123901,1.1296635866165161,1.4225982009825543e-40
184,255.9586,200.7923,181.4504,96.0064,48.9072,0.8956,246.41,1816033,2.6603951454162598,2.647061824798584,-49.38029861450195,1.4718605279922485,1.1316543817520142,8.797351759031202e-41
185,240.408,133.2754,132.8444,31.2707,52.7256,0.8956,192.12,1826284,2.689822196960449,2.6756927967071533,-49.41154861450195,1.4699140787124634,1.1297242641448975,5.430592068644396e-41
186,265.4261,221.0569,186.158,37.9154,71.2076,0.8951,242.96,1836858,2.7820539474487305,2.767674207687378,-49.401161193847656,1.471156120300293,1.128253698348999,3.3228990484534387e-41
187,242.325,135.6396,129.537,33.4895,57.6799,0.8956,192.07,1849961,2.774747610092163,2.7597196102142334,-49.4309196472168,1.472108244895935,1.1270413398742676,2.0292203061887676e-41
188,254.2382,222.5434,198.4596,33.6528,68.0895,0.8959,265.29,1860853,2.667351484298706,2.646657943725586,-49.434444427490234,1.468196153640747,1.1312631368637085,1.2428116080096803e-41
189,256.2772,164.7406,157.2349,25.7342,64.8102,0.896,220.39,1871351,2.680966854095459,2.6692514419555664,-49.47865295410156,1.466303825378418,1.1296708583831787,7.611853258212406e-42
190,254.9304,206.0246,178.4141,32.0714,58.7563,0.896,246.51,1880848,2.6809189319610596,2.6625635623931885,-49.49160385131836,1.4660500288009644,1.1276687383651733,4.6396992153794693e-42
191,255.5066,153.4271,161.2313,36.5915,61.1042,0.896,226.88,1890640,2.7336618900299072,2.719590425491333,-49.55161666870117,1.467531442642212,1.1276191473007202,2.8208138086858568e-42
192,234.3914,101.3089,113.1828,42.1694,49.5273,0.8955,174.89,1899943,2.8112633228302,2.801147222518921,-49.46907043457031,1.4635748863220215,1.125853180885315,1.701176335690328e-42
193,264.5318,131.5724,153.4814,33.4388,71.8903,0.895,211.34,1909908,2.744373083114624,2.7322003841400146,-49.4036750793457,1.4644231796264648,1.125032663345337,1.0481712513149632e-42
194,259.9718,159.343,157.8973,29.6312,69.8043,0.8949,217.08,1919192,2.724846363067627,2.7101290225982666,-49.43645477294922,1.4627920389175415,1.1250019073486328,6.4459729358941585e-43
195,276.5836,203.8766,197.9097,35.3026,58.3196,0.8947,252.28,1930253,2.778409481048584,2.7607545852661133,-49.426490783691406,1.46046781539917,1.1265145540237427,3.951661669395984e-43
196,262.9145,210.9679,174.6426,34.4793,74.424,0.8952,236.22,1940896,2.7162742614746094,2.704131603240967,-49.48270797729492,1.467639446258545,1.130156397819519,2.4242463432819335e-43
197,237.3009,149.5897,155.8499,33.8269,65.923,0.8952,223.03,1951184,2.6890127658843994,2.6763761043548584,-49.524620056152344,1.4641579389572144,1.1251355409622192,1.485376372184306e-43
198,253.495,155.9403,161.4779,41.9973,56.8449,0.8948,224.61,1960313,2.7783071994781494,2.7657930850982666,-49.506107330322266,1.4688211679458618,1.1217756271362305,8.96831017167883e-44
199,274.8669,240.9736,226.565,31.8537,45.9009,0.8947,282.42,1970119,2.681889057159424,2.66388201713562,-49.53104019165039,1.4644975662231445,1.124585747718811,5.465064010866787e-44
200,244.4803,167.1256,166.7829,32.0432,64.12,0.8948,234.69,1979943,2.7590436935424805,2.7503552436828613,-49.55314636230469,1.4650324583053589,1.1262086629867554,3.363116314379561e-44
201,272.6024,216.0296,212.6602,37.3784,39.8378,0.8949,273.04,1989564,2.728955030441284,2.714487314224243,-49.53675842285156,1.4723749160766602,1.123291015625,2.1019476964872256e-44
202,274.3224,219.7031,207.8432,47.4334,47.3761,0.895,266.35,1999033,2.6428260803222656,2.6359198093414307,-49.56279373168945,1.4620062112808228,1.1240297555923462,1.2611686178923354e-44
203,271.7305,167.4633,173.5306,34.7537,65.8667,0.8948,234.02,2008078,2.836334228515625,2.8252017498016357,-49.52827453613281,1.466780185699463,1.1237549781799316,7.006492321624085e-45
204,255.3836,164.3827,147.6843,31.0331,54.7948,0.8948,212.3,2017884,2.745732307434082,2.7296276092529297,-49.45601272583008,1.4677270650863647,1.1238157749176025,4.203895392974451e-45
205,261.7354,126.5599,137.4184,35.9838,61.6255,0.8939,200.08,2027191,2.6828455924987793,2.662079095840454,-49.426475524902344,1.4689435958862305,1.1246771812438965,2.802596928649634e-45
206,256.3706,147.0502,159.8299,43.8274,59.7731,0.8944,224.61,2037579,2.668715000152588,2.646601915359497,-49.4754753112793,1.4727727174758911,1.1208887100219727,1.401298464324817e-45
207,299.9605,207.8682,203.0386,36.6982,51.6728,0.8944,265.25,2048759,2.688007354736328,2.68319034576416,-49.48165512084961,1.4739443063735962,1.1240912675857544,1.401298464324817e-45
208,268.8178,210.2744,187.5715,36.3524,64.8426,0.8949,251.56,2061112,2.649705410003662,2.6334779262542725,-49.52397537231445,1.4709359407424927,1.1223548650741577,0.0
209,299.9517,261.606,262.5719,221.2279,17.8478,0.8951,300.0,2071004,2.6432645320892334,2.62453293800354,-49.56364822387695,1.4717093706130981,1.1218217611312866,0.0
210,255.8508,226.3186,200.2401,2.2661,56.0963,0.8958,271.02,2080683,2.514584541320801,2.4990901947021484,-49.6218147277832,1.4678325653076172,1.1187361478805542,0.0
211,275.4858,216.1505,194.7037,2.1831,63.1984,0.8957,268.63,2091294,2.583502769470215,2.5657715797424316,-49.609004974365234,1.470653772354126,1.120078682899475,0.0
212,299.7739,251.2532,239.8806,42.2295,47.4712,0.8959,288.45,2103272,2.5695464611053467,2.5632779598236084,-49.602169036865234,1.4680237770080566,1.1201566457748413,0.0
213,299.441,241.9487,222.5142,2.5467,64.5238,0.8961,282.02,2112291,2.4936392307281494,2.479224681854248,-49.64836120605469,1.4682841300964355,1.1196715831756592,0.0
214,299.5789,244.135,232.3055,35.3796,57.157,0.8961,283.36,2122493,2.5262258052825928,2.5182008743286133,-49.702545166015625,1.4758024215698242,1.1204065084457397,0.0
215,299.4548,247.297,232.7454,2.6989,56.7307,0.8963,285.04,2131924,2.4819509983062744,2.4666221141815186,-49.7446403503418,1.472257137298584,1.121118426322937,0.0
216,299.4145,261.106,254.3102,37.0643,43.2024,0.8962,293.93,2141762,2.484989643096924,2.474245309829712,-49.76263427734375,1.4726216793060303,1.1220444440841675,0.0
217,288.4409,258.7581,254.4915,196.2456,23.4715,0.8962,299.72,2154101,2.4602744579315186,2.449995279312134,-49.770633697509766,1.4766833782196045,1.1201984882354736,0.0
218,299.3052,254.2645,232.663,27.7133,65.1976,0.8968,277.81,2164486,2.417757749557495,2.3972551822662354,-49.818668365478516,1.469551920890808,1.1179330348968506,0.0
219,299.2363,248.3204,245.5175,45.1315,32.8675,0.8972,293.7,2173556,2.4712908267974854,2.4535903930664062,-49.877471923828125,1.4737921953201294,1.1183006763458252,0.0
220,299.2482,250.5512,218.5382,26.9371,89.4452,0.8974,260.99,2183026,2.430095911026001,2.4234812259674072,-49.90593338012695,1.4775516986846924,1.119903326034546,0.0
221,299.262,274.1858,262.8776,193.5424,24.4771,0.8974,300.0,2192664,2.4753894805908203,2.460383415222168,-49.90903091430664,1.4710899591445923,1.1223087310791016,0.0
222,298.8884,246.4229,230.8894,35.5809,54.0198,0.8975,287.11,2202368,2.4915530681610107,2.4770359992980957,-49.94707489013672,1.4722176790237427,1.118772268295288,0.0
223,299.4877,259.0758,246.0093,36.872,48.6171,0.8981,289.2,2215740,2.440108299255371,2.4323832988739014,-49.9877815246582,1.4661935567855835,1.1186999082565308,0.0
224,299.261,261.4633,256.6117,41.795,33.1911,0.8981,298.09,2224852,2.5591375827789307,2.549196720123291,-50.03727722167969,1.4720067977905273,1.119692325592041,0.0
225,299.4548,254.4174,246.9958,40.4606,37.1359,0.8978,297.53,2236209,2.411526679992676,2.404329538345337,-50.07440185546875,1.4664218425750732,1.120483160018921,0.0
226,269.9166,207.0185,190.3361,40.7444,53.7108,0.8982,258.76,2245801,2.4517171382904053,2.4325459003448486,-50.0970573425293,1.4715958833694458,1.1165974140167236,0.0
227,287.3618,247.2265,237.6358,32.7152,40.294,0.8982,293.45,2254907,2.4996886253356934,2.4858922958374023,-50.136573791503906,1.4685109853744507,1.1216142177581787,0.0
228,271.5019,243.7406,236.5656,39.1925,28.5809,0.898,297.67,2264162,2.407249927520752,2.3966152667999268,-50.13514709472656,1.4667381048202515,1.1221425533294678,0.0
229,299.2796,261.5252,261.3959,158.641,28.0486,0.8982,299.58,2276057,2.399714708328247,2.3974509239196777,-50.18571090698242,1.457087755203247,1.117210865020752,0.0
230,299.6183,260.3999,238.3601,2.3866,68.8293,0.8986,289.9,2286080,2.434394598007202,2.4235942363739014,-50.2273063659668,1.4716296195983887,1.1208730936050415,0.0
231,299.0475,251.0383,234.8848,45.5146,58.7924,0.8988,284.29,2295367,2.50915265083313,2.491267442703247,-50.25068664550781,1.4664851427078247,1.1192258596420288,0.0
232,298.7121,249.5574,245.7245,39.5754,32.206,0.8989,297.69,2304375,2.456514596939087,2.4423909187316895,-50.2722053527832,1.4634944200515747,1.118602991104126,0.0
233,277.2474,252.0354,245.917,183.9591,20.7713,0.8988,300.0,2313467,2.4459969997406006,2.435321807861328,-50.30127716064453,1.456358551979065,1.1161686182022095,0.0
234,272.0894,240.0795,220.9496,32.1278,58.3889,0.8989,280.43,2323892,2.5401670932769775,2.535360336303711,-50.297279357910156,1.4623615741729736,1.1219416856765747,0.0
235,264.1016,239.1688,236.1271,180.8549,16.8621,0.8993,300.0,2333959,2.462290048599243,2.4532902240753174,-50.36043930053711,1.4674302339553833,1.1189026832580566,0.0
236,299.4325,244.0678,224.9894,34.886,63.2566,0.8996,279.39,2343422,2.426284074783325,2.416934013366699,-50.4202880859375,1.4586122035980225,1.1158723831176758,0.0
237,264.2748,230.567,211.0959,2.3821,54.2616,0.9004,282.23,2357030,2.386672019958496,2.377959966659546,-50.495357513427734,1.4688427448272705,1.116805911064148,0.0
238,280.2994,248.7616,241.9248,31.7692,29.3745,0.9009,297.6,2369778,2.390850305557251,2.3818042278289795,-50.55791473388672,1.4621340036392212,1.1177151203155518,0.0
239,275.2664,252.7994,249.2272,201.2304,18.0584,0.9013,300.0,2379400,2.514181613922119,2.5035836696624756,-50.57485580444336,1.4590823650360107,1.11713707447052,0.0
240,271.6909,238.2313,219.8453,35.6204,52.3634,0.9014,278.4,2388414,2.3702950477600098,2.3621764183044434,-50.59611892700195,1.4600660800933838,1.115028738975525,0.0
241,274.6774,252.6925,249.1628,209.7276,16.9728,0.9012,300.0,2398036,2.4290571212768555,2.41668963432312,-50.62928771972656,1.464848279953003,1.1190543174743652,0.0
242,285.5831,249.1426,239.9574,32.462,41.368,0.9012,292.96,2407847,2.2688825130462646,2.2523388862609863,-50.70565414428711,1.4597856998443604,1.1166669130325317,0.0
243,296.7718,247.5777,238.106,48.8346,41.4903,0.9011,293.0,2417186,2.451322078704834,2.4350292682647705,-50.70638656616211,1.4588674306869507,1.1196885108947754,0.0
244,298.7834,254.1638,240.9442,38.6288,43.2869,0.9014,293.69,2426929,2.406473159790039,2.4015331268310547,-50.72520446777344,1.462192416191101,1.1192983388900757,0.0
245,270.361,238.1796,237.0274,176.1932,21.3781,0.9016,297.05,2437424,2.4290432929992676,2.4219350814819336,-50.74290466308594,1.4549651145935059,1.118682861328125,0.0
246,266.3669,240.8422,225.902,33.9455,48.3752,0.9016,288.12,2446528,2.2756094932556152,2.255847215652466,-50.78138732910156,1.460123062133789,1.1156047582626343,0.0
247,299.3238,244.8436,219.5559,2.7276,70.0449,0.9013,273.7,2457967,2.317443370819092,2.31187105178833,-50.81638717651367,1.4634778499603271,1.1169178485870361,0.0
248,270.5369,245.1275,238.8612,167.9761,20.9274,0.9017,298.0,2469234,2.401031970977783,2.3945062160491943,-50.844478607177734,1.4579142332077026,1.1174132823944092,0.0
249,299.1054,252.3636,248.8618,84.0729,33.2401,0.9026,294.9,2480448,2.4460575580596924,2.435863494873047,-50.80910110473633,1.4606291055679321,1.1197062730789185,0.0
250,286.4247,247.9483,243.732,47.7543,27.5456,0.9029,298.35,2490251,2.2782442569732666,2.2634432315826416,-50.886619567871094,1.4550071954727173,1.1177784204483032,0.0
251,284.7522,256.8026,249.193,192.6854,18.7568,0.903,300.0,2499363,2.4046661853790283,2.3898348808288574,-50.89866638183594,1.46220064163208,1.1197067499160767,0.0
252,299.3376,231.3392,221.2771,27.9456,53.3989,0.9031,280.23,2510947,2.3501906394958496,2.3406832218170166,-50.948604583740234,1.4558393955230713,1.1268209218978882,0.0
253,274.9238,243.3683,231.1425,120.5553,34.0013,0.903,289.62,2521116,2.4216132164001465,2.412177324295044,-50.94953918457031,1.4636777639389038,1.1158512830734253,0.0
254,271.9829,246.1866,239.0704,46.3578,33.1444,0.9032,296.45,2532991,2.4368934631347656,2.4348158836364746,-50.95505142211914,1.4520193338394165,1.114761471748352,0.0
255,273.7636,249.6975,237.0343,2.8381,43.9429,0.9037,291.24,2542290,2.4113242626190186,2.3963863849639893,-50.955936431884766,1.4593396186828613,1.1171653270721436,0.0
256,287.3939,244.9156,217.6288,36.2866,67.4803,0.9044,271.63,2552967,2.3956851959228516,2.3781721591949463,-50.98414993286133,1.4552114009857178,1.1165711879730225,0.0
257,265.7213,231.549,225.6618,3.0307,40.3007,0.905,291.26,2562424,2.3316938877105713,2.3181121349334717,-51.040672302246094,1.4541652202606201,1.121811866760254,0.0
258,262.3747,235.7651,230.4394,148.3244,25.1527,0.9051,294.37,2571757,2.355742931365967,2.3462400436401367,-51.03337860107422,1.4527322053909302,1.1183401346206665,0.0
259,274.6097,249.1189,244.5954,201.8817,17.1951,0.9049,300.0,2581009,2.3346927165985107,2.3297643661499023,-51.004676818847656,1.4561007022857666,1.1146949529647827,0.0
260,276.4171,236.2182,224.8587,37.636,47.9608,0.9051,285.45,2590284,2.3529164791107178,2.349661350250244,-50.96377182006836,1.462890386581421,1.1161240339279175,0.0
261,292.6544,252.4243,248.4817,203.1611,18.6619,0.9052,300.0,2601567,2.300793170928955,2.2987053394317627,-50.98585891723633,1.4632062911987305,1.1162798404693604,0.0
262,298.654,245.1593,237.1549,41.565,48.1579,0.9057,289.74,2610757,2.260242223739624,2.2587246894836426,-51.03010940551758,1.4578601121902466,1.1137932538986206,0.0
263,287.4181,246.721,225.5414,33.906,58.437,0.9056,279.7,2621852,2.3099424839019775,2.3021981716156006,-51.06764221191406,1.4627227783203125,1.1164740324020386,0.0
264,295.9851,248.6577,241.8136,40.7206,46.3738,0.9057,291.85,2633490,2.3059799671173096,2.30198073387146,-51.08518600463867,1.4618066549301147,1.118322491645813,0.0
265,261.888,228.9647,213.6726,40.3017,46.1845,0.9053,278.64,2642538,2.2282474040985107,2.2214434146881104,-51.080848693847656,1.449532389640808,1.1162687540054321,0.0
266,280.0128,244.4945,228.3438,0.8716,58.4473,0.9055,281.6,2656235,2.201019763946533,2.1925570964813232,-51.136417388916016,1.458823323249817,1.115081787109375,0.0
267,299.2994,258.7925,245.3589,28.7932,52.6436,0.9056,289.25,2666692,2.351064920425415,2.347622871398926,-51.16447830200195,1.4542384147644043,1.1143628358840942,0.0
268,270.2101,247.6241,231.4215,36.6786,39.5809,0.9058,291.18,2676008,2.3210573196411133,2.3181161880493164,-51.172359466552734,1.4579927921295166,1.1157017946243286,0.0
269,287.5838,248.0533,237.154,32.0304,53.9073,0.9067,285.97,2687417,2.3195600509643555,2.3135273456573486,-51.15766525268555,1.4446868896484375,1.1117186546325684,0.0
270,260.0041,217.8202,195.2598,2.7276,68.2825,0.907,264.34,2698408,2.2339048385620117,2.226161003112793,-51.153167724609375,1.4526640176773071,1.1143592596054077,0.0
271,299.4654,247.2392,242.8415,2.824,34.9385,0.9077,295.64,2711143,2.1466808319091797,2.14650821685791,-51.214027404785156,1.4469393491744995,1.1102017164230347,0.0
272,256.7128,227.0653,201.6601,0.8361,67.3913,0.9083,264.08,2721064,2.186697483062744,2.1747148036956787,-51.261131286621094,1.4516210556030273,1.113466739654541,0.0
273,276.4375,250.1552,245.9137,180.0904,21.1373,0.9084,300.0,2730540,2.1878833770751953,2.1884381771087646,-51.28107452392578,1.4491873979568481,1.1145198345184326,0.0
274,299.1749,250.9356,244.337,70.9044,32.7172,0.9089,296.18,2741192,2.2694649696350098,2.266868829727173,-51.326900482177734,1.4400187730789185,1.1116334199905396,0.0
275,274.9174,233.952,225.1468,36.4011,40.8228,0.9092,290.15,2750804,2.2636961936950684,2.2634546756744385,-51.32396697998047,1.4537994861602783,1.1168125867843628,0.0
276,287.842,247.9019,238.0737,38.4121,43.4354,0.9097,290.72,2765170,2.1617090702056885,2.155256748199463,-51.321861267089844,1.4522919654846191,1.1127324104309082,0.0
277,267.6368,246.141,240.0992,194.6277,19.4746,0.9096,299.74,2774374,2.2113945484161377,2.205780506134033,-51.36079406738281,1.4459095001220703,1.1127338409423828,0.0
278,261.4045,213.2289,196.3399,32.7276,51.0339,0.9096,266.76,2783802,2.1217427253723145,2.1104984283447266,-51.36592483520508,1.448943853378296,1.1105918884277344,0.0
279,260.4035,227.5507,219.4514,65.4835,37.491,0.9095,288.46,2793107,2.198599338531494,2.1991829872131348,-51.38834762573242,1.4523857831954956,1.1104878187179565,0.0
280,298.9739,259.4572,243.2859,34.5071,61.0391,0.9103,284.84,2805989,2.252847671508789,2.2417850494384766,-51.404945373535156,1.4448531866073608,1.108720302581787,0.0
281,291.7364,257.9144,253.6931,202.0055,22.2754,0.9104,300.0,2818798,2.168761968612671,2.1559975147247314,-51.385467529296875,1.4525107145309448,1.1159098148345947,0.0
282,287.7874,244.6194,237.2401,42.335,32.7244,0.9104,295.9,2828117,2.2216477394104004,2.2129759788513184,-51.38565444946289,1.4470382928848267,1.11325204372406,0.0
283,297.2995,254.1012,253.9146,214.0705,17.8619,0.9108,300.0,2839155,2.1873435974121094,2.179564952850342,-51.37315368652344,1.4396140575408936,1.110534906387329,0.0
284,288.8141,247.2229,235.1516,32.0943,45.7173,0.9106,290.49,2848365,2.1167409420013428,2.112978935241699,-51.38151168823242,1.4483966827392578,1.1087729930877686,0.0
285,267.845,241.8139,235.8555,135.4715,23.9031,0.9107,297.4,2857579,2.1677370071411133,2.1621694564819336,-51.38513946533203,1.4500646591186523,1.1097599267959595,0.0
286,285.9041,237.9187,215.167,30.5571,66.104,0.9106,275.26,2866822,2.2017664909362793,2.197984457015991,-51.37639617919922,1.4416230916976929,1.1168639659881592,0.0
287,271.3564,242.4866,233.8101,40.9906,33.6977,0.9104,294.09,2877922,2.132608413696289,2.125960350036621,-51.358428955078125,1.4443576335906982,1.1119203567504883,0.0
288,268.3662,239.6127,223.1513,35.9937,50.6107,0.9104,282.87,2890305,2.1644303798675537,2.166240692138672,-51.380184173583984,1.445015788078308,1.1120067834854126,0.0
289,269.909,239.5519,230.3572,37.4725,42.6977,0.9106,289.87,2900385,2.2247655391693115,2.2134013175964355,-51.372310638427734,1.446816086769104,1.1108143329620361,0.0
290,275.781,239.6724,232.2431,55.7396,31.5454,0.9111,296.17,2909527,2.195985794067383,2.1894545555114746,-51.44527816772461,1.4482824802398682,1.1054017543792725,0.0
291,287.6671,249.4066,242.0518,35.7333,44.6338,0.9114,291.67,2920447,2.17964768409729,2.1716091632843018,-51.4398307800293,1.4432318210601807,1.1158305406570435,0.0
