iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
64,216.4989,199.6974,198.3558,164.733,10.5913,101.7475,652962,0.996399998664856,0.04879999905824661,1.0,0.0005000000237487257,0.0017000000225380063,0.7386000156402588,0.48890000581741333,0.026
65,214.0025,201.2062,198.6654,166.9452,10.2683,101.5051,663011,0.9962999820709229,0.035599999129772186,1.0,0.0,0.0032999999821186066,0.7314000129699707,0.460099995136261,0.0257
66,212.0206,199.9824,198.1345,151.5408,10.5368,100.99,673110,0.9965000152587891,0.09120000153779984,1.0,0.00019999999494757503,0.002899999963119626,0.7265999913215637,0.43939998745918274,0.0255
67,215.78,201.7022,200.5585,173.4041,8.6861,102.6939,683174,0.9965000152587891,0.06109999865293503,1.0,0.0010000000474974513,0.002400000113993883,0.7254999876022339,0.43389999866485596,0.026
68,215.2631,199.4562,198.71,169.096,9.6436,101.4545,693218,0.996399998664856,0.042899999767541885,1.0,-0.0003000000142492354,0.0012000000569969416,0.7175999879837036,0.39890000224113464,0.0349
69,214.7108,199.5618,197.3056,167.0139,10.4614,100.56,703274,0.9965000152587891,0.07349999994039536,1.0,0.00039999998989515007,0.0027000000700354576,0.7125999927520752,0.3772999942302704,0.0282
70,214.5787,199.7828,197.9611,169.9332,10.3202,101.202,713293,0.996399998664856,0.026399999856948853,1.0,-0.00019999999494757503,0.002400000113993883,0.7074999809265137,0.35420000553131104,0.0285
71,215.8487,199.7922,198.5685,166.3416,9.4449,100.93,723386,0.9965000152587891,0.04399999976158142,1.0,9.999999747378752e-05,0.002899999963119626,0.7077000141143799,0.3549000024795532,0.0289
72,214.4545,200.8802,198.6708,174.097,8.1079,100.94,733480,0.9965999722480774,0.08460000157356262,1.0,0.0005000000237487257,0.0015999999595806003,0.7042999863624573,0.33820000290870667,0.0261
73,215.0435,204.3417,201.5967,172.3995,8.8136,102.8878,743563,0.9968000054359436,0.11159999668598175,1.0,-9.999999747378752e-05,0.0006000000284984708,0.7026000022888184,0.3296999931335449,0.0286
74,212.9692,201.401,199.043,173.8516,8.8439,101.404,753602,0.9965999722480774,0.06700000166893005,1.0,9.999999747378752e-05,0.0015999999595806003,0.7009999752044678,0.32260000705718994,0.0273
75,214.5213,203.0482,200.9992,166.2576,8.4441,102.7143,763668,0.9965999722480774,0.06960000097751617,1.0,-0.0,0.002199999988079071,0.6973000168800354,0.30649998784065247,0.0286
76,212.8448,199.8456,199.6438,176.5261,7.7654,101.4545,773712,0.9965999722480774,0.06019999831914902,1.0,0.0005000000237487257,0.0038999998942017555,0.6984000205993652,0.3109999895095825,0.0274
77,214.9625,202.526,200.943,175.6816,8.5041,102.5918,783766,0.9965999722480774,0.07479999959468842,1.0,0.0006000000284984708,0.002099999925121665,0.6969000101089478,0.3057999908924103,0.0312
78,212.9723,201.3977,199.6049,170.3044,8.771,101.6667,793831,0.9965000152587891,0.04699999839067459,1.0,0.0005000000237487257,0.003599999938160181,0.6996999979019165,0.3156999945640564,0.0298
79,214.6442,202.4701,200.6242,175.6339,8.2014,102.051,803832,0.9965999722480774,0.06610000133514404,1.0,0.00019999999494757503,0.0034000000450760126,0.6956999897956848,0.29919999837875366,0.0294
80,212.1134,202.1782,200.6672,180.1322,7.3517,102.0816,813836,0.9968000054359436,0.10379999876022339,1.0,-0.0003000000142492354,0.0010999999940395355,0.6947000026702881,0.2924000024795532,0.0275
81,214.9925,200.8669,199.997,175.114,7.7353,101.6162,823896,0.9968000054359436,0.10459999740123749,1.0,0.00019999999494757503,0.0026000000070780516,0.6952999830245972,0.29330000281333923,0.031
82,216.1411,202.4137,201.5117,183.7643,7.3543,102.6633,833957,0.9969000220298767,0.1316000074148178,1.0,-0.0,0.0013000000035390258,0.6963000297546387,0.2971999943256378,0.0295
83,213.5533,202.7928,200.7553,177.8084,8.0462,102.0816,843961,0.9969000220298767,0.1454000025987625,1.0,-0.0003000000142492354,0.0013000000035390258,0.6933000087738037,0.28610000014305115,0.0295
84,212.7493,204.1734,202.1015,181.9423,7.4485,102.8061,854036,0.9969000220298767,0.14229999482631683,1.0,-0.00019999999494757503,0.001500000013038516,0.6863999962806702,0.2538999915122986,0.0301
85,213.6035,202.4585,201.8626,175.8429,7.693,102.9082,864121,0.996999979019165,0.15379999577999115,1.0,0.00019999999494757503,0.001500000013038516,0.6891999840736389,0.26350000500679016,0.0306
86,216.6864,204.6735,202.5292,175.9579,7.2399,103.1546,874127,0.9969000220298767,0.1273999959230423,1.0,-9.999999747378752e-05,0.0007999999797903001,0.6886000037193298,0.26159998774528503,0.0313
87,211.3099,202.0807,200.6802,168.1121,7.6641,102.102,884133,0.9965999722480774,0.04580000042915344,1.0,-9.999999747378752e-05,0.0019000000320374966,0.6912999749183655,0.2712000012397766,0.0303
88,214.358,203.224,202.2156,177.1603,7.5758,103.0,894227,0.9968000054359436,0.08590000122785568,1.0,-9.999999747378752e-05,0.002300000051036477,0.6880000233650208,0.2549000084400177,0.0347
89,223.7979,202.4986,202.1957,186.5254,6.8259,103.1649,904234,0.9966999888420105,0.07509999722242355,1.0,-0.0006000000284984708,0.000699999975040555,0.6829000115394592,0.23180000483989716,0.0377
90,214.6442,202.4708,201.7946,178.1662,6.5487,102.3878,914268,0.9966999888420105,0.0632999986410141,1.0,-0.00019999999494757503,0.0008999999845400453,0.6794000267982483,0.21729999780654907,0.0347
91,213.3823,202.3448,201.6144,169.3674,6.6044,102.2551,924289,0.996999979019165,0.14990000426769257,1.0,-0.0003000000142492354,0.0010999999940395355,0.6722999811172485,0.18709999322891235,0.0336
92,213.0466,203.4837,201.6944,177.4195,7.241,102.3163,934316,0.9968000054359436,0.10209999978542328,1.0,-9.999999747378752e-05,0.00139999995008111,0.6660000085830688,0.15729999542236328,0.0344
93,212.8441,204.106,201.6159,186.0955,7.2266,102.4388,944355,0.996999979019165,0.1446000039577484,1.0,-0.00039999998989515007,0.0008999999845400453,0.6621000170707703,0.14000000059604645,0.0359
94,213.0993,203.5446,202.5896,181.4231,6.2247,102.9286,954442,0.996999979019165,0.14339999854564667,1.0,-0.00019999999494757503,0.0006000000284984708,0.6610000133514404,0.13230000436306,0.0405
95,215.9599,200.1634,199.863,178.2375,7.4992,100.92,964534,0.9968000054359436,0.08449999988079071,1.0,0.0,0.0026000000070780516,0.6604999899864197,0.131400004029274,0.0384
