iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
39,818.7756,629.1071,609.2251,397.6512,83.069,201.76,802190,0.9652000069618225,174.33590698242188,1.0,-12.82979965209961,0.002199999988079071,0.4124000072479248,-1.245300054550171,0.9993
40,861.7316,634.0227,605.6672,395.0571,91.8981,200.27,822217,0.9645000100135803,136.0167999267578,1.0,-11.985400199890137,0.0026000000070780516,0.4059000015258789,-1.2944999933242798,0.9984
41,836.9604,635.7096,623.1066,395.4766,84.93,205.1735,842324,0.9685999751091003,136.04209899902344,1.0,-11.781700134277344,0.00139999995008111,0.4027999937534332,-1.319000005722046,0.9991
42,917.411,648.8591,631.8973,376.1055,111.7534,207.0515,862408,0.9649999737739563,116.84449768066406,1.0,-11.55210018157959,0.002300000051036477,0.39590001106262207,-1.3712999820709229,1.0
43,925.6861,648.5618,626.0941,219.8151,140.0541,206.3571,882631,0.9617000222206116,108.25469970703125,1.0,-10.411199569702148,0.001500000013038516,0.3939000070095062,-1.388200044631958,0.9981
44,1001.9476,673.3067,672.2185,156.5807,168.1784,220.0989,902660,0.9470999836921692,114.82859802246094,1.0,-11.271200180053711,0.0024999999441206455,0.38670000433921814,-1.445099949836731,0.9998
45,1007.9405,713.3443,716.9533,390.4109,154.2031,231.2529,922779,0.9625999927520752,133.1981964111328,1.0,-12.43529987335205,0.0020000000949949026,0.37880000472068787,-1.5053000450134277,0.9995
46,1158.5836,700.3237,711.9628,147.1875,177.5959,230.8046,942859,0.9652000069618225,113.95169830322266,1.0,-11.45259952545166,0.0024999999441206455,0.3700000047683716,-1.5778000354766846,1.0
47,1402.1052,756.2696,745.216,132.157,202.9938,237.6588,963060,0.9585999846458435,124.31079864501953,1.0,-12.10509967803955,0.0017999999690800905,0.3630000054836273,-1.6342999935150146,0.9996
48,1163.6479,781.8325,747.534,222.0412,183.0085,240.5952,983270,0.9642000198364258,120.18409729003906,1.0,-11.091400146484375,0.0017000000225380063,0.3564000129699707,-1.6890000104904175,1.0
49,1267.7086,768.9494,758.0953,378.0646,221.3175,244.5854,1003326,0.963699996471405,115.48359680175781,1.0,-10.640800476074219,0.001500000013038516,0.3531000018119812,-1.7175999879837036,0.999
50,1473.6219,810.2965,770.4709,377.561,254.122,248.3457,1023442,0.9598000049591064,102.67120361328125,1.0,-10.305399894714355,0.002099999925121665,0.3476000130176544,-1.7657999992370605,1.0
51,1453.155,807.6925,806.9496,243.2419,281.9765,258.4487,1043601,0.9592999815940857,120.6187973022461,1.0,-10.683799743652344,0.0017999999690800905,0.3411000072956085,-1.8217999935150146,1.0
52,1679.7443,811.7268,834.2504,142.6943,220.4872,267.68,1063677,0.954200029373169,130.97889709472656,1.0,-10.496399879455566,0.0019000000320374966,0.33500000834465027,-1.875,1.0
53,1766.6878,806.1295,829.6532,377.8871,219.4973,266.7237,1083948,0.9603000283241272,127.05740356445312,1.0,-9.925399780273438,0.001500000013038516,0.3319000005722046,-1.902899980545044,1.0
54,1711.4855,806.5524,820.3267,389.7407,187.488,264.0395,1104015,0.95660001039505,105.92739868164062,1.0,-8.990099906921387,0.0017999999690800905,0.32739999890327454,-1.9452999830245972,1.0
55,1391.6246,805.6835,794.9183,260.0099,204.7545,260.0649,1124040,0.9535999894142151,104.53679656982422,1.0,-7.410099983215332,0.002099999925121665,0.32420000433921814,-1.9758000373840332,1.0
56,1347.6161,830.7647,839.3278,298.2651,193.199,268.3333,1144165,0.9695000052452087,110.56079864501953,1.0,-8.916600227355957,0.002199999988079071,0.3183000087738037,-2.0311999320983887,1.0
57,1578.2634,847.6922,884.5884,428.8304,196.0535,280.2222,1164341,0.9704999923706055,116.29139709472656,1.0,-9.420299530029297,0.0017000000225380063,0.31459999084472656,-2.06820011138916,1.0
58,1378.5808,803.7116,817.4775,208.5426,193.5649,258.1923,1184480,0.9697999954223633,107.96510314941406,1.0,-7.4720001220703125,0.0015999999595806003,0.31130000948905945,-2.099900007247925,1.0
59,1947.0413,855.1147,874.0396,278.8125,233.2364,276.0685,1204633,0.9674999713897705,121.50029754638672,1.0,-8.15939998626709,0.0013000000035390258,0.30889999866485596,-2.1240999698638916,1.0
60,1670.9078,841.8883,850.9325,306.4086,192.4704,267.7333,1224713,0.9746000170707703,86.81639862060547,1.0,-7.468699932098389,0.0017999999690800905,0.3068000078201294,-2.146399974822998,1.0
61,1798.1413,842.6652,873.6405,409.5733,231.9915,272.7027,1244893,0.9779000282287598,110.10289764404297,1.0,-7.577899932861328,0.0015999999595806003,0.30410000681877136,-2.175299882888794,1.0
62,1743.7505,866.749,915.3364,575.6799,200.6125,284.6761,1265105,0.9607999920845032,93.05549621582031,1.0,-7.758299827575684,0.0012000000569969416,0.3009999990463257,-2.204200029373169,1.0
63,1788.5381,834.1683,889.0884,140.7929,238.999,278.125,1285130,0.9745000004768372,109.81580352783203,1.0,-6.583199977874756,0.0015999999595806003,0.29829999804496765,-2.2307000160217285,1.0
64,1583.2874,863.7786,920.2263,434.3706,187.9886,285.5352,1305403,0.9783999919891357,91.07050323486328,1.0,-7.113100051879883,0.0019000000320374966,0.2937999963760376,-2.2748000621795654,1.0
65,3128.2526,867.4969,938.4886,390.7545,363.0121,294.0,1325689,0.9714000225067139,96.52059936523438,1.0,-6.465199947357178,0.00139999995008111,0.2912999987602234,-2.2999000549316406,1.0
66,1692.1953,892.9692,978.6048,209.8162,293.4581,305.5152,1345853,0.9653000235557556,104.66950225830078,1.0,-6.740799903869629,0.001500000013038516,0.2888999879360199,-2.3254001140594482,1.0
67,1380.7037,862.2054,892.2708,239.3473,194.0871,276.863,1366064,0.9682999849319458,75.16349792480469,1.0,-4.8856000900268555,0.001500000013038516,0.2874000072479248,-2.341399908065796,1.0
68,3051.3913,892.9822,1049.9457,165.71,483.7709,327.9836,1386071,0.9495999813079834,90.10320281982422,1.0,-6.652400016784668,0.0010000000474974513,0.2854999899864197,-2.3603999614715576,1.0
69,2811.0829,886.3302,1017.1459,602.3649,374.8813,315.3438,1406253,0.9751999974250793,129.2342987060547,1.0,-6.32480001449585,0.0012000000569969416,0.2847000062465668,-2.369999885559082,1.0
70,2238.2152,913.0913,1003.1714,388.2638,306.7931,308.2462,1426289,0.9768000245094299,87.6791000366211,1.0,-6.185200214385986,0.0017000000225380063,0.2824999988079071,-2.3940000534057617,1.0
71,1650.0681,900.4292,945.3686,482.9234,210.3192,292.6812,1446484,0.972000002861023,80.62850189208984,1.0,-4.182000160217285,0.0010000000474974513,0.28119999170303345,-2.406899929046631,0.9994
72,2661.7913,917.4343,1050.6509,379.1627,425.4737,326.5806,1466732,0.9807999730110168,89.77439880371094,1.0,-5.507199764251709,0.0015999999595806003,0.2793000042438507,-2.4307000637054443,1.0
73,2310.2433,925.4052,1061.7085,601.0624,333.5984,325.7742,1486930,0.9879000186920166,71.5011978149414,1.0,-5.978300094604492,0.0017999999690800905,0.2750999927520752,-2.476300001144409,1.0
74,2537.0706,949.9129,1065.2797,208.4412,362.0275,334.4,1506994,0.9782000184059143,126.627197265625,1.0,-4.321400165557861,0.0017000000225380063,0.27379998564720154,-2.4921998977661133,1.0
75,1827.6161,941.6469,1037.5672,638.1751,262.2221,317.4688,1527312,0.9794999957084656,64.2509994506836,1.0,-4.672299861907959,0.001500000013038516,0.2718000113964081,-2.515000104904175,1.0
76,2399.4891,935.2048,1040.8046,238.361,353.8492,320.0794,1547477,0.9818999767303467,84.38050079345703,1.0,-4.282400131225586,0.0017000000225380063,0.2694000005722046,-2.5443999767303467,1.0
77,2389.6536,929.8999,1006.9272,604.8661,262.933,306.8182,1567727,0.9818000197410583,52.25090026855469,1.0,-3.947200059890747,0.0017000000225380063,0.26600000262260437,-2.5813000202178955,1.0
78,3223.6308,998.2546,1201.1455,641.3467,495.3199,372.9074,1587864,0.9466999769210815,65.9269027709961,1.0,-4.770299911499023,0.0012000000569969416,0.26489999890327454,-2.5934998989105225,1.0
