iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
0,182.1828,12.2052,20.6978,5.0869,23.2138,18.7861,10013,-0.37450000643730164,81.72959899902344,1.0,-7.736000061035156,0.004699999932199717,0.9764999747276306,1.347599983215332,0.2424
1,173.4036,14.374,26.6365,4.735,28.0564,21.7996,20019,-0.23759999871253967,74.59980010986328,1.0,-8.151100158691406,0.004000000189989805,0.9592999815940857,1.2940000295639038,0.3004
2,168.0308,22.5693,42.2635,5.5531,36.4375,29.9641,30027,-0.5443000197410583,83.12239837646484,1.0,-11.403599739074707,0.004699999932199717,0.9305999875068665,1.2026000022888184,0.3501
3,135.4646,45.9506,47.21,4.7625,35.9469,32.1891,40070,-0.42559999227523804,74.7394027709961,1.0,-10.93850040435791,0.0034000000450760126,0.9099000096321106,1.1348999738693237,0.3346
4,136.4424,65.8626,59.0158,5.5682,36.6545,38.0342,50073,-0.5266000032424927,78.49140167236328,1.0,-11.746800422668457,0.0031999999191612005,0.8913000226020813,1.072700023651123,0.3678
5,158.4145,73.6159,66.0158,5.0827,37.3127,41.214,60088,-0.47609999775886536,76.33799743652344,1.0,-11.626799583435059,0.002099999925121665,0.8830000162124634,1.0440000295639038,0.3895
6,169.4791,79.3668,71.1398,5.1197,38.2271,43.8079,70120,-0.3846000134944916,73.21119689941406,1.0,-11.277099609375,0.002099999925121665,0.8715999722480774,1.0048999786376953,0.3825
7,168.8696,83.8941,82.8262,6.5313,36.4199,49.5271,80174,-0.4189000129699707,75.58460235595703,1.0,-11.609700202941895,0.0027000000700354576,0.8633999824523926,0.9764000177383423,0.431
8,171.9815,91.5846,92.881,6.7349,37.6435,53.9624,90211,-0.4162999987602234,77.0989990234375,1.0,-11.996299743652344,0.0031999999191612005,0.8496000170707703,0.9286999702453613,0.4992
9,184.1189,94.6874,100.0346,7.7211,34.9938,57.1829,100218,-0.36410000920295715,74.61150360107422,1.0,-11.652999877929688,0.0013000000035390258,0.8460999727249146,0.9154999852180481,0.4418
10,201.4918,101.2666,102.2703,8.6916,38.1464,58.4244,110267,-0.2784999907016754,69.8031997680664,1.0,-10.87909984588623,0.0019000000320374966,0.8342000246047974,0.873199999332428,0.4585
11,199.8599,121.1783,115.9028,7.3108,41.4721,64.9351,120267,-0.31040000915527344,75.2510986328125,1.0,-11.850199699401855,0.002099999925121665,0.822700023651123,0.8309000134468079,0.4787
