iteration,curr policy return,max return,median return,min return,avg return,std return,avg rollout len,num total samples,min mag policy param,max mag policy param,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
667,1436.7663,1510.5143,1383.5713,54.9013,992.5148,523.7999,688.5446,42987852,0.024004705250263214,-13.820844650268555,0.11249999701976776,0.385699987411499,0.46129998564720154,-47.4822998046875
668,1485.9987,1491.9721,363.8196,12.7739,711.0948,611.4716,498.3762,43038188,-0.04139214754104614,-13.964677810668945,0.11240000277757645,0.3856000006198883,0.4602999985218048,-47.49720001220703
669,1441.7847,1473.6474,1382.8149,11.5425,1039.6745,519.8465,724.3861,43111351,0.05856175720691681,-14.109219551086426,0.11230000108480453,0.3856000006198883,0.459199994802475,-47.503700256347656
670,1485.6714,1508.8602,601.8779,12.0195,803.4443,581.9291,553.9307,43167298,0.11700153350830078,-13.944255828857422,0.11209999769926071,0.38530001044273376,0.4595000147819519,-47.530601501464844
671,1448.4934,1500.6589,1345.3145,58.9253,978.2646,522.5125,675.0891,43235482,0.21366360783576965,-13.797435760498047,0.11180000007152557,0.38510000705718994,0.45989999175071716,-47.561500549316406
672,1478.5349,1522.3852,1366.0787,25.1763,927.3266,598.6806,643.5842,43300484,-0.16006937623023987,-13.656980514526367,0.11140000075101852,0.38510000705718994,0.46070000529289246,-47.5713996887207
673,1489.5479,1489.5479,735.6101,27.519,815.2326,551.0293,560.1782,43357062,0.11526542901992798,-13.724152565002441,0.11129999905824661,0.3849000036716461,0.4602999985218048,-47.591800689697266
674,1445.6818,1502.4221,1358.8469,11.2379,1000.9641,510.982,695.1683,43427274,0.054228898137807846,-13.634742736816406,0.11110000312328339,0.384799987077713,0.460099995136261,-47.618499755859375
675,1456.7122,1557.2991,1369.5823,4.253,934.9093,591.1,655.0099,43493430,0.11445257067680359,-13.3773193359375,0.11089999973773956,0.3846000134944916,0.46070000529289246,-47.64099884033203
676,1453.9752,1509.0597,1387.5441,23.0253,1022.7891,536.8047,714.1782,43565562,0.09886019676923752,-13.493928909301758,0.11069999635219574,0.38440001010894775,0.46070000529289246,-47.67060089111328
677,1483.9917,1495.3183,826.3785,13.0548,847.6342,541.6693,589.3069,43625082,0.11683962494134903,-13.413923263549805,0.11050000041723251,0.38429999351501465,0.4595000147819519,-47.68920135498047
678,1459.1975,1493.8988,1390.5441,14.6533,1045.4204,545.7465,739.5743,43699779,-0.25480204820632935,-13.264045715332031,0.1103999987244606,0.38420000672340393,0.4595000147819519,-47.69559860229492
679,1474.8612,1489.2044,1045.3239,5.9797,856.3274,582.301,595.5545,43759930,0.01768013834953308,-13.442540168762207,0.11020000278949738,0.3840000033378601,0.45879998803138733,-47.72869873046875
680,1475.4663,1656.9245,1383.3102,13.4645,950.4364,569.1207,663.0495,43826898,-0.016289766877889633,-13.06117057800293,0.10999999940395355,0.383899986743927,0.45809999108314514,-47.74610137939453
681,1451.7385,1495.8946,1355.1254,15.5051,1027.4792,516.3381,721.2277,43899742,0.06277105212211609,-13.143205642700195,0.10980000346899033,0.3837999999523163,0.45739999413490295,-47.764198303222656
682,1485.9736,1627.0295,1206.0691,12.5816,907.2442,555.107,647.3168,43965121,0.007756665349006653,-13.113343238830566,0.10939999669790268,0.38359999656677246,0.45669999718666077,-47.786800384521484
683,1438.4537,1487.9948,1312.4064,11.9979,943.0922,528.3878,641.802,44029943,-0.07534065842628479,-13.121520042419434,0.10930000245571136,0.38350000977516174,0.45590001344680786,-47.802398681640625
684,1440.9538,1520.7919,1374.6813,64.3977,996.8831,526.5309,692.1287,44099848,0.0459781177341938,-12.992301940917969,0.10899999737739563,0.38350000977516174,0.45590001344680786,-47.81039810180664
685,1483.3306,1497.6891,1387.4524,57.1341,997.2925,573.2847,694.901,44170033,-0.18508470058441162,-13.11047077178955,0.10859999805688858,0.38339999318122864,0.45489999651908875,-47.822601318359375
686,1453.8621,1537.0353,1331.6015,13.3265,969.7814,514.0109,673.5248,44238059,-0.0904182568192482,-13.304981231689453,0.10840000212192535,0.3833000063896179,0.4546999931335449,-47.84809875488281
687,1481.1398,1490.2371,446.9064,51.1058,712.0184,594.7567,492.1683,44287768,-0.18456816673278809,-13.34372615814209,0.10809999704360962,0.3831000030040741,0.4546000063419342,-47.874900817871094
688,1439.7241,1501.8241,1379.0886,13.5359,1040.9307,502.7965,717.9802,44360284,-0.1596258133649826,-13.17557144165039,0.10809999704360962,0.382999986410141,0.4551999866962433,-47.89830017089844
689,1481.1397,1518.9823,1001.4707,73.152,854.4161,584.7626,588.1782,44419690,-0.027477681636810303,-13.46105670928955,0.10779999941587448,0.38280001282691956,0.4553000032901764,-47.91790008544922
690,1469.6997,1612.3201,1220.8899,12.5771,901.4622,547.0947,632.2079,44483543,0.21688514947891235,-13.486875534057617,0.10740000009536743,0.38260000944137573,0.4562999904155731,-47.954200744628906
691,1449.919,1500.1482,1284.1143,23.1678,975.4946,505.9207,671.5743,44551372,0.123784139752388,-13.507359504699707,0.10719999670982361,0.3824000060558319,0.45590001344680786,-47.976200103759766
692,1460.6774,1523.2117,1356.947,14.3213,988.2829,543.9749,692.0297,44621267,0.15383847057819366,-13.587394714355469,0.10679999738931656,0.3822000026702881,0.45559999346733093,-48.00510025024414
693,1449.2501,1534.2585,1028.6446,14.0609,846.287,573.1129,591.198,44680978,0.17921575903892517,-13.566516876220703,0.10670000314712524,0.3822000026702881,0.4555000066757202,-48.02330017089844
694,1446.6593,1670.142,1347.9075,14.0677,951.4777,555.1163,658.9208,44747529,0.21995359659194946,-13.49193286895752,0.10639999806880951,0.38199999928474426,0.4555000066757202,-48.042198181152344
695,1461.1288,1517.8796,1363.9595,13.308,1053.4097,501.5102,743.6337,44822636,0.18157322704792023,-13.61356258392334,0.10589999705553055,0.38190001249313354,0.45489999651908875,-48.061798095703125
696,1481.1954,1492.8661,1313.585,33.3316,943.0602,536.3697,646.7228,44887955,0.06163698434829712,-13.783059120178223,0.10570000112056732,0.38179999589920044,0.45489999651908875,-48.08919906616211
697,1476.3116,1907.0479,1336.9019,11.2918,976.2459,540.7893,668.495,44955473,0.12210631370544434,-13.879415512084961,0.10540000349283218,0.3815000057220459,0.4546000063419342,-48.125701904296875
698,1505.4863,1530.3172,792.4159,11.8394,854.4713,549.4947,585.0594,45014564,-0.006927162408828735,-13.953985214233398,0.10509999841451645,0.3813999891281128,0.45500001311302185,-48.14899826049805
699,1471.1574,1482.4519,1231.5222,12.203,932.7037,517.0262,642.7723,45079484,0.011797970160841942,-14.116646766662598,0.10499999672174454,0.38119998574256897,0.4553000032901764,-48.17340087890625
700,1481.0109,1537.325,1384.1026,15.421,999.3989,553.0335,698.7921,45150062,0.050603464245796204,-14.287550926208496,0.1046999990940094,0.38100001215934753,0.4546999931335449,-48.207801818847656
701,1442.1437,1493.0208,1309.8534,138.7671,1009.7006,464.4274,677.4554,45218485,0.0106029212474823,-14.412044525146484,0.10450000315904617,0.3808000087738037,0.4546999931335449,-48.23540115356445
702,1437.4224,1585.7615,829.6551,5.0743,846.4263,562.7146,589.3267,45278007,-0.009233098477125168,-14.701865196228027,0.10429999977350235,0.3808000087738037,0.45500001311302185,-48.23540115356445
703,1479.699,1492.0556,1329.7615,83.6011,923.975,531.8095,631.0198,45341740,-0.11414264142513275,-14.904325485229492,0.10400000214576721,0.3806000053882599,0.45509999990463257,-48.26449966430664
704,1463.6665,1497.9916,874.6035,5.633,840.1944,540.1621,572.6238,45399575,0.023722663521766663,-14.882518768310547,0.10379999876022339,0.3806000053882599,0.4553999900817871,-48.274600982666016
705,1456.0881,1526.9557,1022.7701,4.5368,882.4107,529.1304,606.8713,45460869,-0.05864861607551575,-14.808402061462402,0.10360000282526016,0.3804999887943268,0.4544999897480011,-48.2849006652832
706,1473.5906,1545.0232,1390.5255,11.5318,1024.1602,518.1811,709.396,45532518,0.06646193563938141,-14.816033363342285,0.10339999943971634,0.38040000200271606,0.453900009393692,-48.30619812011719
707,1483.5334,1483.5334,1111.6569,13.39,887.0619,563.9443,627.3069,45595876,0.007622513920068741,-14.961946487426758,0.10339999943971634,0.38019999861717224,0.45399999618530273,-48.328399658203125
708,1445.0846,1469.231,1396.1944,64.1631,1048.6922,514.542,726.1287,45669215,-0.045810066163539886,-15.067207336425781,0.10329999774694443,0.38019999861717224,0.4530999958515167,-48.339900970458984
709,1454.9314,1497.7681,1377.5378,5.1026,934.5717,572.2352,651.802,45735047,-0.025593161582946777,-15.01503849029541,0.1031000018119812,0.3799999952316284,0.4528000056743622,-48.36370086669922
710,1440.5455,1514.1964,1328.592,39.1604,968.3632,518.5027,667.297,45802444,-0.010017991065979004,-14.952749252319336,0.10289999842643738,0.3797999918460846,0.4530999958515167,-48.38869857788086
711,1452.377,1477.448,1200.7735,61.837,917.5384,526.251,628.4752,45865920,-0.028216339647769928,-14.980245590209961,0.10279999673366547,0.3797000050544739,0.4530999958515167,-48.40169906616211
712,1441.9175,1520.8257,1388.102,77.5798,1031.0949,496.6612,701.2871,45936750,-0.003247380256652832,-14.85352611541748,0.10260000079870224,0.37959998846054077,0.45350000262260437,-48.42879867553711
713,1476.0911,1476.0911,1382.1734,11.4942,1015.0453,529.2415,709.5644,46008416,-0.09935928136110306,-14.9497652053833,0.10260000079870224,0.37940001487731934,0.45320001244544983,-48.442901611328125
714,1475.1286,1485.8993,1374.1408,14.2955,984.9573,520.1283,674.7921,46076570,-0.12658840417861938,-15.034664154052734,0.1023000031709671,0.37940001487731934,0.45320001244544983,-48.457298278808594
715,1443.2289,1513.8313,1380.1241,13.2566,935.5561,541.4421,643.9703,46141611,0.08209997415542603,-15.158825874328613,0.10209999978542328,0.37929999828338623,0.4528999924659729,-48.4723014831543
716,1473.9304,1490.9479,815.3869,36.135,825.6753,589.4962,567.198,46198898,-0.2375616729259491,-15.07906723022461,0.10189999639987946,0.3790999948978424,0.4523000121116638,-48.503501892089844
717,1448.4663,1561.4408,1380.3925,40.3126,1008.8474,546.1443,700.8416,46269683,0.08709116280078888,-15.035908699035645,0.10170000046491623,0.3790000081062317,0.4514999985694885,-48.519901275634766
718,1490.3648,1506.7395,1384.6919,20.5047,990.5223,555.1896,678.9307,46338255,-0.06884996592998505,-15.177194595336914,0.10159999877214432,0.37880000472068787,0.4514000117778778,-48.55440139770508
719,1474.042,1541.4806,1315.6533,63.9686,948.3551,533.7161,651.198,46404026,-0.057854071259498596,-15.1934175491333,0.1014999970793724,0.37860000133514404,0.45089998841285706,-48.572601318359375
720,1485.4119,1530.3804,1297.4802,34.5267,931.7402,550.7549,643.2772,46468997,0.20857380330562592,-15.170343399047852,0.10119999945163727,0.3783999979496002,0.4510999917984009,-48.61109924316406
721,1493.4781,1507.4565,640.6614,13.4967,807.2265,574.1192,554.3762,46524989,0.023088589310646057,-15.006150245666504,0.10100000351667404,0.3781999945640564,0.4507000148296356,-48.631500244140625
722,1462.3776,1506.8457,1387.2129,18.3784,1081.2771,522.9075,756.703,46601416,-0.012050103396177292,-14.924483299255371,0.10080000013113022,0.3781000077724457,0.4507000148296356,-48.652801513671875
723,1504.6468,1504.6468,363.3792,29.1374,693.3384,593.1672,474.0396,46649294,-0.16051171720027924,-14.938437461853027,0.1006999984383583,0.37790000438690186,0.4503999948501587,-48.698299407958984
724,1434.8476,1500.7397,1229.6337,70.8014,941.6407,506.9201,642.4752,46714184,0.17611368000507355,-14.80199146270752,0.10040000081062317,0.37779998779296875,0.4505999982357025,-48.698299407958984
725,1463.7627,1501.7046,1350.8722,66.6566,874.1216,584.6471,607.6634,46775558,-0.12900596857070923,-14.919231414794922,0.10010000318288803,0.37770000100135803,0.4505999982357025,-48.72269821166992
726,1460.1363,1491.7282,1406.4164,67.2825,1100.6397,490.9265,764.4851,46852771,0.03467630594968796,-15.0256929397583,0.09989999979734421,0.37770000100135803,0.45089998841285706,-48.72269821166992
727,1474.7711,1500.4863,934.1311,61.1907,896.3826,552.4277,608.8416,46914264,0.05691520869731903,-14.897846221923828,0.09969999641180038,0.3776000142097473,0.4507000148296356,-48.74829864501953
728,1455.1404,1497.3601,1363.1791,65.7949,1000.9684,514.6883,687.1287,46983664,0.09887849539518356,-14.83553409576416,0.09960000216960907,0.3774999976158142,0.4505999982357025,-48.775299072265625
729,1472.8039,1509.6191,1383.052,62.3578,907.2291,586.642,626.0891,47046899,0.09429953992366791,-14.73908519744873,0.09950000047683716,0.3772999942302704,0.45019999146461487,-48.775299072265625
730,1508.8113,1541.2129,489.0561,6.0451,757.9705,581.8721,522.5545,47099677,-0.10015678405761719,-14.714611053466797,0.09950000047683716,0.37709999084472656,0.4494999945163727,-48.80390167236328
731,1471.9512,1504.3421,1386.0722,5.1778,993.9806,551.4938,695.1089,47169883,0.012599751353263855,-14.58395767211914,0.09939999878406525,0.37700000405311584,0.4490000009536743,-48.83420181274414
732,1511.3039,1512.6566,309.5442,14.8279,705.1574,632.3,492.4059,47219616,0.09701219201087952,-14.473676681518555,0.09939999878406525,0.37689998745918274,0.4489000141620636,-48.83420181274414
733,1435.1574,1495.7295,1310.6979,62.2071,918.3586,540.3804,635.8515,47283837,0.058354899287223816,-14.325389862060547,0.09920000284910202,0.376800000667572,0.45089998841285706,-48.86650085449219
734,1508.8619,1551.4996,618.1161,60.8582,778.679,581.417,529.1386,47337280,-0.0005764812231063843,-14.230783462524414,0.09880000352859497,0.376800000667572,0.4514999985694885,-48.86650085449219
735,1475.4806,1505.9169,1351.8096,65.9878,894.1663,562.5204,613.5446,47399248,0.002983487443998456,-14.273177146911621,0.09870000183582306,0.3767000138759613,0.4526999890804291,-48.9010009765625
736,1487.501,1497.8681,516.0371,61.3149,724.9178,575.1044,498.3564,47449582,-0.010714173316955566,-14.084014892578125,0.09849999845027924,0.3765999972820282,0.4526999890804291,-48.9010009765625
737,1451.4892,1519.0068,1378.381,63.1138,939.6301,564.2997,645.2079,47514748,-0.004261121153831482,-14.058050155639648,0.09839999675750732,0.3765000104904175,0.45239999890327454,-48.9010009765625
738,1502.8454,1515.921,459.6586,23.5581,752.7724,600.0752,521.7228,47567442,0.017085304483771324,-14.121167182922363,0.0982000008225441,0.3763999938964844,0.45320001244544983,-48.9380989074707
739,1455.7255,1503.3748,1383.7793,60.2092,1042.2916,515.9114,719.9703,47640159,0.03367086127400398,-13.964310646057129,0.09790000319480896,0.37619999051094055,0.45249998569488525,-48.97809982299805
740,1481.8483,1576.6207,1231.5458,15.2879,883.3031,577.5345,601.7723,47700938,0.04377206414937973,-13.909918785095215,0.09759999811649323,0.37599998712539673,0.4523000121116638,-48.97809982299805
741,1477.791,1498.3066,1217.393,21.6205,887.6052,558.559,613.297,47762881,-0.026571471244096756,-13.76724910736084,0.09740000218153,0.3758000135421753,0.45260000228881836,-49.02159881591797
742,1476.8462,1500.2195,1373.3034,14.8071,938.5004,572.8172,658.7921,47829419,0.029714636504650116,-13.719989776611328,0.09730000048875809,0.37560001015663147,0.45260000228881836,-49.06919860839844
743,1469.5692,1606.541,1361.8562,66.8671,979.3302,530.1273,670.7921,47897169,0.0023061055690050125,-13.631339073181152,0.09700000286102295,0.37549999356269836,0.4528999924659729,-49.06919860839844
744,1489.3024,1528.892,1362.2137,10.1854,916.245,582.0367,626.099,47960405,0.019727060571312904,-13.380599021911621,0.09679999947547913,0.37540000677108765,0.45260000228881836,-49.06919860839844
745,1464.5951,1496.5262,1360.1586,11.7644,953.7572,562.3404,671.7525,48028252,0.09076157212257385,-13.443289756774902,0.09669999778270721,0.37529999017715454,0.45179998874664307,-49.12189865112305
746,1467.3162,1516.7887,1388.492,38.8287,1100.0572,470.6232,764.9802,48105515,-0.047344282269477844,-13.47476863861084,0.09640000015497208,0.3752000033855438,0.45210000872612,-49.12189865112305
747,1478.3076,1530.605,1395.976,64.9443,1031.448,554.5658,708.2871,48177052,0.08178842067718506,13.565220832824707,0.09640000015497208,0.3752000033855438,0.45260000228881836,-49.12189865112305
748,1489.8807,1561.0346,1027.3564,11.7545,857.4306,577.3451,592.0396,48236848,-0.029435813426971436,13.42418384552002,0.09610000252723694,0.375,0.4519999921321869,-49.18080139160156
749,1453.0484,1501.9885,1377.6482,20.7356,1066.415,506.4102,738.198,48311406,0.0008008293807506561,13.512662887573242,0.09600000083446503,0.3747999966144562,0.4510999917984009,-49.18080139160156
750,1480.0102,1480.7206,1375.8947,42.2238,995.1357,532.0155,694.703,48381571,0.08256120979785919,13.38533878326416,0.09570000320672989,0.37470000982284546,0.4523000121116638,-49.18080139160156
751,1442.1897,1525.3907,1374.4005,19.6127,1057.0686,504.1123,732.0297,48455506,-0.07787950336933136,-13.407999038696289,0.09539999812841415,0.37459999322891235,0.4521999955177307,-49.24760055541992
752,1453.6828,1572.1977,1290.7646,34.1362,827.9033,621.6335,570.8614,48513163,0.02156655490398407,-13.525964736938477,0.09520000219345093,0.37439998984336853,0.4510999917984009,-49.24760055541992
753,1470.2507,1521.1574,1395.4436,5.4481,1076.896,521.9636,760.8119,48590005,0.013414040207862854,-13.699167251586914,0.0949999988079071,0.3743000030517578,0.45089998841285706,-49.24760055541992
754,1528.2277,1528.2277,399.2089,5.5073,711.4149,602.2572,483.2079,48638809,-0.03978860378265381,-13.764644622802734,0.09480000287294388,0.3741999864578247,0.44999998807907104,-49.24760055541992
755,1469.5135,1521.813,1348.4365,4.6319,891.1411,596.4823,609.2079,48700339,-0.024563245475292206,-13.82429313659668,0.09459999948740005,0.37400001287460327,0.4496000111103058,-49.32460021972656
756,1474.8863,1508.9554,1328.7479,4.3419,939.044,560.9882,649.1485,48765903,-0.03277068957686424,-13.763407707214355,0.09449999779462814,0.37389999628067017,0.4496000111103058,-49.32460021972656
757,1503.409,1636.9433,885.8636,11.0676,808.7136,619.3859,557.9307,48822254,0.07712848484516144,-13.944381713867188,0.09430000185966492,0.37380000948905945,0.4496999979019165,-49.32460021972656
758,1456.3433,1547.7832,1358.0315,4.5683,1011.2239,518.9754,697.9505,48892747,-0.09706218540668488,-14.236390113830566,0.094200000166893,0.37369999289512634,0.44859999418258667,-49.32460021972656
759,1503.0375,1536.6569,1053.1583,4.1298,849.9178,593.1692,581.3564,48951464,0.016087383031845093,-14.273990631103516,0.0940999984741211,0.3736000061035156,0.44760000705718994,-49.41579818725586
760,1488.9878,1575.1665,1392.7627,6.8181,998.597,568.8978,699.099,49022073,0.04143261909484863,-14.411761283874512,0.09380000084638596,0.3734999895095825,0.4481000006198883,-49.41579818725586
761,1500.2326,1526.7182,1033.8154,3.7491,860.8519,583.2742,598.2871,49082500,0.16708754003047943,-14.508712768554688,0.09359999746084213,0.3732999861240387,0.447299987077713,-49.41579818725586
762,1480.202,1518.251,793.002,17.2282,821.9448,588.1658,559.9703,49139057,0.12980717420578003,-14.604455947875977,0.09350000321865082,0.373199999332428,0.4472000002861023,-49.41579818725586
763,1492.616,1533.7405,881.3926,4.9295,838.8689,590.6199,578.7822,49197514,0.14395655691623688,-14.668750762939453,0.09350000321865082,0.373199999332428,0.44749999046325684,-49.41579818725586
764,1470.3451,1544.9602,1047.1868,6.9837,870.357,582.7613,592.505,49257357,-0.01927250623703003,-14.887495040893555,0.09319999814033508,0.37299999594688416,0.44670000672340393,-49.527400970458984
765,1480.4792,1542.125,1343.0765,18.5199,950.1317,566.4465,657.6634,49323781,0.03131745383143425,-15.02884578704834,0.09309999644756317,0.37279999256134033,0.446399986743927,-49.527400970458984
766,1499.4994,1543.5717,1224.1112,60.368,886.4193,597.3316,609.6733,49385358,-0.007295545190572739,-15.111739158630371,0.09300000220537186,0.3727000057697296,0.44589999318122864,-49.527400970458984
767,1467.4983,1701.1905,1338.3606,62.0509,914.1918,578.7684,622.7822,49448259,-0.017504388466477394,-15.098530769348145,0.09290000051259995,0.3725000023841858,0.44609999656677246,-49.527400970458984
768,1463.913,1568.4833,1351.0733,60.3245,961.0379,542.5461,655.2079,49514435,-0.0022687315940856934,-15.131562232971191,0.09260000288486481,0.37220001220703125,0.44600000977516174,-49.527400970458984
769,1485.0564,1743.98,1389.4109,3.2537,1038.8432,532.2736,729.0693,49588071,0.01895310916006565,-15.170319557189941,0.09229999780654907,0.37209999561309814,0.4458000063896179,-49.671199798583984
770,1523.465,1762.9696,1033.4606,16.5291,818.1195,613.1022,555.3564,49644162,-0.00835631787776947,-15.406501770019531,0.09210000187158585,0.37209999561309814,0.44530001282691956,-49.671199798583984
771,1493.573,1529.7987,1178.769,4.3249,892.7222,576.9725,617.5743,49706537,-0.03308737277984619,-15.353909492492676,0.09179999679327011,0.3718999922275543,0.4456000030040741,-49.671199798583984
772,1478.2138,1506.3992,1385.745,3.8493,1016.6861,560.7632,709.1782,49778164,-0.019687816500663757,-15.42701244354248,0.09160000085830688,0.3718000054359436,0.445499986410141,-49.671199798583984
773,1475.4221,1505.2241,1379.7724,4.4962,960.6977,553.868,676.0198,49846442,0.045737266540527344,-15.45849895477295,0.09160000085830688,0.3716999888420105,0.4456000030040741,-49.671199798583984
774,1504.2814,1735.5467,1374.043,59.2364,955.9855,590.5665,671.2079,49914234,0.00817766785621643,-15.541756629943848,0.09130000323057175,0.3716000020503998,0.4456999897956848,-49.671199798583984
775,1484.4626,1507.2089,1382.646,59.7236,946.9003,591.0828,650.3267,49979917,0.014655530452728271,-15.507722854614258,0.09109999984502792,0.3714999854564667,0.4453999996185303,-49.671199798583984
776,1489.8557,2010.6648,1029.7657,4.8045,897.2015,573.3851,602.1188,50040731,-0.007827132940292358,-15.566922187805176,0.09109999984502792,0.37130001187324524,0.444599986076355,-49.671199798583984
777,1516.1649,1740.8075,672.5445,60.3075,777.4949,592.1261,526.4455,50093902,-0.025091195479035378,-15.590726852416992,0.0908999964594841,0.3711000084877014,0.444599986076355,-49.874000549316406
778,1443.7317,1508.468,1364.3345,8.3375,1044.5921,476.2375,710.4554,50165658,-0.01734548807144165,-15.593859672546387,0.09099999815225601,0.3709999918937683,0.4449999928474426,-49.874000549316406
779,1477.8684,1508.7079,1376.2528,20.3055,982.2636,539.2113,680.1683,50234355,-0.009169772267341614,-15.641900062561035,0.09080000221729279,0.3709000051021576,0.4449000060558319,-49.874000549316406
780,1485.2382,1759.7766,874.8718,59.68,853.8048,587.909,576.4752,50292579,-0.0320679172873497,-15.72702407836914,0.09059999883174896,0.37070000171661377,0.44449999928474426,-49.874000549316406
781,1490.0675,1655.0659,1031.7616,4.0402,891.68,555.9114,605.802,50353765,-0.0022352896630764008,-15.618329048156738,0.09030000120401382,0.37049999833106995,0.4447000026702881,-49.874000549316406
782,1507.5632,1532.6129,1065.9606,3.8447,860.8262,605.9153,590.7327,50413429,-0.023499250411987305,-15.794283866882324,0.09009999781847,0.3702999949455261,0.4442000091075897,-49.874000549316406
783,1482.8347,1530.8624,1396.9915,60.1977,1031.4357,558.9507,712.7228,50485414,0.019119013100862503,-15.78097152709961,0.08990000188350677,0.3702000081539154,0.44440001249313354,-49.874000549316406
784,1532.8705,1715.9254,1049.8438,18.9536,855.1127,599.0187,581.5248,50544148,0.036797553300857544,-15.739277839660645,0.08980000019073486,0.3700999915599823,0.4440999925136566,-49.874000549316406
785,1474.9609,1672.2893,1391.8565,6.3576,969.5318,576.0234,665.7723,50611391,-0.2251664400100708,-15.870858192443848,0.08969999849796295,0.3700999915599823,0.4440999925136566,-49.874000549316406
786,1491.3347,1516.8684,1033.2792,60.5541,900.714,580.2583,604.6337,50672459,-0.1250515580177307,-15.843493461608887,0.08959999680519104,0.3698999881744385,0.4447000026702881,-49.874000549316406
787,1496.2283,1550.7952,1068.827,13.2769,873.8152,589.6403,589.2772,50731976,-0.11854462325572968,-15.769118309020996,0.08940000087022781,0.36980000138282776,0.4449000060558319,-49.874000549316406
788,1469.6955,1553.2462,1056.3599,4.3543,901.359,568.093,619.2079,50794516,-0.005603089928627014,-15.655168533325195,0.08940000087022781,0.36980000138282776,0.4456000030040741,-49.874000549316406
789,1477.9537,1534.6468,1377.7725,5.5859,940.3309,577.9917,654.7921,50860650,-0.010112814605236053,-15.766252517700195,0.08919999748468399,0.36970001459121704,0.44519999623298645,-50.22050094604492
790,1483.0076,1547.2645,1378.0886,3.6186,900.5214,615.2665,613.2574,50922589,-0.11955754458904266,-15.771013259887695,0.08910000324249268,0.36959999799728394,0.4449999928474426,-50.22050094604492
791,1486.16,1504.6844,1291.8649,5.6718,879.4278,605.1306,609.4455,50984143,-0.07335427403450012,-16.021928787231445,0.08889999985694885,0.3695000112056732,0.444599986076355,-50.22050094604492
792,1447.4253,1729.1273,1388.6244,7.7778,1062.749,541.1946,733.0792,51058184,-0.14388620853424072,-15.94088077545166,0.08869999647140503,0.3693000078201294,0.4447000026702881,-50.22050094604492
793,1459.8259,1521.4203,1047.4256,62.6807,864.8414,574.7805,581.1485,51116880,-0.1784241497516632,-15.955254554748535,0.08869999647140503,0.3693999946117401,0.4447999894618988,-50.22050094604492
794,1456.4744,1547.7399,1398.6183,65.8627,1137.1834,504.379,794.5149,51197126,-0.027872726321220398,-15.87946605682373,0.08860000222921371,0.3693999946117401,0.4449000060558319,-50.22050094604492
795,1494.2625,1629.2035,760.6737,62.0541,808.086,586.9697,542.3366,51251902,-0.06486063450574875,-15.871373176574707,0.08839999884366989,0.3691999912261963,0.4447000026702881,-50.22050094604492
796,1459.9148,1535.9777,1370.5596,64.7848,962.7031,569.796,662.3762,51318802,0.028529644012451172,-15.922078132629395,0.08829999715089798,0.3691999912261963,0.44440001249313354,-50.22050094604492
797,1492.6015,1526.4719,663.4572,58.8343,822.168,569.9091,561.7426,51375538,-0.12688040733337402,-15.964730262756348,0.08839999884366989,0.36899998784065247,0.44350001215934753,-50.22050094604492
798,1493.9227,1649.7173,1387.0449,61.0383,942.0724,594.2055,653.3861,51441530,0.006086498498916626,-16.06633758544922,0.08810000121593475,0.36880001425743103,0.44369998574256897,-50.22050094604492
799,1451.298,1875.6732,1017.9448,66.8617,847.9346,596.2317,580.2574,51500136,0.06679826974868774,-16.118749618530273,0.08799999952316284,0.3686999976634979,0.4431999921798706,-50.22050094604492
800,1435.5829,1564.0896,1387.5374,64.9524,1117.733,465.087,762.9307,51577192,0.05023786798119545,-16.082590103149414,0.08789999783039093,0.3684999942779541,0.44269999861717224,-50.22050094604492
801,1487.6301,1541.2826,745.5951,11.8175,782.9814,568.6092,527.396,51630459,-0.0484277717769146,-16.198904037475586,0.08760000020265579,0.3684000074863434,0.44339999556541443,-50.22050094604492
802,1455.0123,1574.9495,1094.6392,65.5943,932.8477,530.4249,634.7228,51694566,-0.004418615251779556,-16.13583755493164,0.08739999681711197,0.3684000074863434,0.44290000200271606,-50.22050094604492
803,1454.032,1522.8055,1398.9318,4.3571,1096.442,518.8202,767.2475,51772058,0.008894549682736397,-16.028865814208984,0.08720000088214874,0.3682999908924103,0.44339999556541443,-50.22050094604492
804,1502.8665,1509.8704,814.1547,4.3173,752.3257,583.411,531.0891,51825698,0.008560523390769958,-16.106836318969727,0.08709999918937683,0.36809998750686646,0.44290000200271606,-50.22050094604492
805,1452.8725,1581.8401,1392.5145,5.1566,1057.1619,532.3514,737.8911,51900225,0.05875222384929657,-16.269594192504883,0.08709999918937683,0.36809998750686646,0.44290000200271606,-50.22050094604492
806,1491.9682,1687.0033,763.7959,6.815,843.009,574.5196,576.7327,51958475,0.04167952388525009,-16.204166412353516,0.08699999749660492,0.36800000071525574,0.4424000084400177,-50.22050094604492
807,1479.3965,1674.3311,1190.967,4.4605,890.017,592.0481,617.2673,52020819,0.11009027063846588,-16.219873428344727,0.0868000015616417,0.367900013923645,0.4422000050544739,-50.22050094604492
808,1490.8477,1877.8187,1099.1855,3.5416,904.5447,590.5327,601.4653,52081567,0.08539116382598877,-16.108726501464844,0.08669999986886978,0.3677999973297119,0.44269999861717224,-50.22050094604492
